anomaly,normal,AP_loss
P150:4,N169:144,0.002654658691588429
P125:1,N139:578,0.0026519255265588506
P153:30550,N145:69,0.0026487379985511528
P152:1,N137:45,0.002638476402786851
P125:1,N144:582,0.0026310226693515453
P146:2,N142:297,0.002580744372234593
P144:3,N149:56,0.0025621705596902624
P145:2,N137:45,0.0025615095312463885
P144:2,N153:73,0.002546108245796684
P142:2,N169:144,0.0025364758449635625
P137:3,N139:514,0.002529825358251537
P125:1,N138:228,0.002524506345302066
P149:2,N140:176,0.002497312991269595
P125:1,N141:1286,0.002484792269140722
P153:30551,N137:45,0.002475972804547667
P140:1,N139:514,0.0024749469021131116
P150:3,N145:69,0.0024730925125788293
P144:3,N141:2035,0.0024399766056758428
P125:1,N125:819,0.002430421929340896
P144:3,N146:67,0.0024172787636019227
P148:2,N142:297,0.002410611015969439
P125:1,N125:1325,0.0024002516187837776
P153:30550,N146:67,0.002373340233373747
P141:5,N141:1776,0.002365817977187614
P143:3,N148:1398,0.00236501628012069
P151:1,N152:190,0.002332713140122513
P125:1,N138:1045,0.002332604190117852
P125:1,N125:269,0.002331173537948871
P125:1,N146:380,0.00231835807522096
P125:1,N145:453,0.002311340645076528
P125:1,N140:700,0.0023068116298619367
P125:1,N140:1774,0.0023034813950600984
P125:1,N144:288,0.0023009979821688705
P125:1,N125:1667,0.0022971242547462443
P142:3,N150:631,0.0022904381901041877
P153:30550,N149:56,0.0022853892873657897
P145:1,N139:514,0.0022728572947845306
P125:1,N137:794,0.0022710202615028744
P125:1,N146:379,0.002266861975139776
P152:1,N142:297,0.002263791049766828
P140:1,N137:45,0.0022499603177712963
P125:1,N145:318,0.0022421226882893045
P150:3,N149:56,0.0022310909197207018
P125:1,N141:757,0.002218958079595378
P125:1,N138:518,0.002190716714250712
P145:1,N152:190,0.002187246257289205
P149:2,N151:36,0.0021836606930625384
P138:5,N142:297,0.002166200616773542
P150:2,N137:45,0.0021601111293067217
P169:1,N147:389,0.002151458148723297
P142:3,N141:2038,0.0021476905349169244
P125:1,N150:46,0.0021463772210227427
P146:2,N143:94,0.0021443945288426593
P144:3,N141:1,0.002140311320189294
P125:1,N150:696,0.0021306722256938908
P143:3,N141:2081,0.002113849636569354
